,0
1169,0.0
1170,1.0
1171,2.0
1172,3.0
1173,2.0
1174,0.0
1175,1.0
1176,3.0
1177,2.0
1178,0.0
1179,0.0
1180,1.0
1181,2.0
1182,0.0
1183,3.0
1184,2.0
1185,0.0
1186,1.0
1187,2.0
1188,1.0
1189,2.0
1190,0.0
1191,1.0
1192,1.0
1193,2.0
1194,1.0
1195,0.0
1196,0.0
1197,1.0
1198,2.0
1199,1.0
1200,1.0
1201,1.0
1202,0.0
1203,3.0
1204,1.0
1205,2.0
1206,1.0
1207,2.0
1208,0.0
1209,0.0
1210,
1211,1.0
1212,2.0
1213,3.0
1214,0.0
1215,2.0
1216,0.0
1217,2.0
1218,0.0
1219,2.0
1220,0.0
1221,2.0
1222,1.0
1223,0.0
1224,1.0
1225,3.0
1226,0.0
1227,2.0
1228,2.0
1229,1.0
1230,-1.0
1231,2.0
1232,0.0
1233,
1234,0.0
1235,2.0
1236,2.0
1237,3.0
1238,0.0
1239,2.0
1240,0.0
1241,
1242,1.0
1243,2.0
1244,1.0
1245,1.0
1246,2.0
1247,2.0
1248,0.0
1249,1.0
1250,2.0
1251,0.0
1252,0.0
1253,1.0
1254,2.0
1255,1.0
1256,2.0
1257,0.0
1258,
1259,1.0
1260,0.0
1261,1.0
1262,2.0
1263,1.0
1264,0.0
1265,0.0
1266,2.0
1267,1.0
1268,0.0
1269,2.0
1270,3.0
1271,3.0
1272,0.0
1273,2.0
1274,1.0
1275,0.0
1276,2.0
1277,1.0
1278,0.0
1279,2.0
1280,0.0
1281,1.0
1282,2.0
1283,0.0
1284,0.0
1285,2.0
1286,1.0
1287,1.0
1288,0.0
1289,3.0
1290,3.0
1291,1.0
1292,0.0
1293,2.0
1294,1.0
1295,2.0
1296,
1297,1.0
1298,0.0
1299,3.0
1300,1.0
1301,2.0
1302,2.0
1303,1.0
1304,2.0
1305,0.0
1306,1.0
1307,
1308,0.0
1309,1.0
1310,1.0
1311,0.0
1312,1.0
1313,0.0
1314,
1315,1.0
1316,2.0
1317,1.0
1318,0.0
1319,1.0
1320,4.0
1321,1.0
1322,2.0
1323,2.0
1324,1.0
1325,0.0
1326,1.0
1327,1.0
1328,0.0
1329,2.0
1330,
1331,0.0
1332,2.0
1333,5.0
1334,3.0
1335,1.0
1336,0.0
1337,1.0
1338,1.0
1339,2.0
1340,0.0
1341,2.0
1342,1.0
1343,1.0
1344,2.0
1345,
1346,1.0
1347,0.0
1348,0.0
1349,3.0
1350,1.0
1351,0.0
1352,3.0
1353,2.0
1354,0.0
1355,1.0
1356,0.0
1357,3.0
1358,1.0
1359,0.0
1360,2.0
1361,
1362,1.0
1363,0.0
1364,0.0
1365,3.0
1366,2.0
1367,2.0
1368,1.0
1369,0.0
1370,1.0
1371,1.0
1372,2.0
1373,1.0
1374,2.0
1375,3.0
1376,3.0
1377,1.0
1378,0.0
1379,2.0
1380,
1381,1.0
1382,2.0
1383,-1.0
1384,0.0
1385,1.0
1386,0.0
1387,1.0
1388,0.0
1389,2.0
1390,1.0
1391,0.0
1392,2.0
1393,3.0
1394,1.0
1395,2.0
1396,1.0
1397,1.0
1398,2.0
1399,1.0
1400,1.0
1401,0.0
1402,2.0
1403,1.0
1404,4.0
1405,0.0
1406,1.0
1407,1.0
1408,1.0
1409,0.0
1410,1.0
1411,1.0
1412,2.0
1413,1.0
1414,2.0
1415,0.0
1416,2.0
1417,1.0
1418,0.0
1419,2.0
1420,0.0
1421,1.0
1422,1.0
1423,2.0
1424,0.0
1425,1.0
1426,2.0
1427,3.0
1428,1.0
1429,0.0
1430,1.0
1431,2.0
1432,3.0
1433,0.0
1434,2.0
1435,1.0
1436,3.0
1437,0.0
1438,2.0
1439,8.0
1440,1.0
1441,2.0
1442,0.0
1443,1.0
1444,2.0
1445,1.0
1446,0.0
1447,1.0
1448,2.0
1449,0.0
1450,1.0
1451,0.0
1452,2.0
1453,0.0
1454,1.0
1455,2.0
1456,0.0
1457,0.0
1458,0.0
1459,3.0
1460,
1461,0.0
1462,1.0
